id,title,release_date,overview,poster_path,genres,keywords,x,y,z,embedding,cluster
338967,Zombieland: Double Tap,2019-10-09,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",/dtRbVsUb5O12WWO54SRpiMtHKC0.jpg,"{""Horror"",""Comedy""}","{""marriage proposal"",""the white house"",""gore"",""road trip"",""sequel"",""survival"",""spoof"",""zombie"",""recreational vehicle"",""road movie"",""aftercreditsstinger"",""frantic"",""minivan"",""christmas present"",""absurd"",""hilarious"",""whimsical"",""ambiguous"",""amused"",""frightened"",""casa branca""}",-0.4149867296,0.3575648665,-0.3873054981,"[0.01721869967877865,-0.004879236686974764,-0.0212517362087965,-0.029419273138046265,0.06179774925112724,0.02451263554394245,-0.04471347853541374,-0.03996867313981056,-0.006549787241965532,-0.040924858301877975,0.02400674670934677,-0.06720491498708725,0.037770748138427734,0.020095404237508774,-0.013902140781283379,0.02084396593272686,0.059156447649002075,-0.01696094125509262,0.07456544041633606,0.08301810175180435,0.01970529370009899,0.0151636628434062,0.041361503303050995,0.007774773985147476,0.002140096388757229,0.03343065455555916,0.010562433861196041,0.05360114574432373,-0.08392299711704254,-0.023555813357234,0.07200093567371368,0.013562877662479877,-0.04289765655994415,-0.059972621500492096,0.047002408653497696,-0.024519190192222595,-0.040310051292181015,0.011091422289609909,0.0017976126400753856,-0.03619718179106712,-0.02214064821600914,-0.04559905454516411,0.0852615237236023,-0.10057790577411652,-0.043205078691244125,-0.03467591479420662,0.01564628817141056,-0.02063571847975254,0.0633968859910965,-0.023919954895973206,0.060709383338689804,-0.03599541634321213,-0.03642881289124489,0.02638089470565319,-0.03776933625340462,-0.008551353588700294,-0.07170979678630829,0.029804011806845665,-0.0008902308181859553,-0.04326788708567619,0.06244086101651192,-0.048833366483449936,0.06397892534732819,-0.016734223812818527,0.05701621621847153,-0.05657791718840599,-0.013093896210193634,0.04170358180999756,-0.022344984114170074,-0.019632086157798767,-0.058313317596912384,0.02059544064104557,0.06168688088655472,0.01797996275126934,0.004166252911090851,0.030964022502303123,0.009078795090317726,0.0185126643627882,-0.026965372264385223,-0.08354160934686661,0.002632240066304803,-0.06648042052984238,0.013822953216731548,-0.10979735851287842,-0.01959836296737194,0.04968181252479553,-0.036477331072092056,-0.023469094187021255,-0.047270700335502625,0.06285271048545837,-0.10190767794847488,-0.06530436873435974,-0.0015421987045556307,0.04450658708810806,-0.04787584766745567,-0.054723963141441345,-0.051992565393447876,0.033036548644304276,-0.04812924191355705,0.03985901176929474,-0.029707368463277817,0.0005880184471607208,0.08582524955272675,-0.07901368290185928,0.03845210000872612,-0.02925558015704155,-0.01039981096982956,-0.025402607396245003,0.03337576612830162,-0.025167707353830338,0.02127288095653057,0.06993059813976288,0.03515319898724556,-0.0005784620298072696,0.0481247641146183,-0.03848294913768768,0.0221491027623415,-0.02964363433420658,0.0653032511472702,0.027083758264780045,0.07415730506181717,0.023228207603096962,-0.014770716428756714,-0.02258293889462948,0.10715151578187943,0.01596285030245781,0.07126238942146301,2.052196404764781e-32,-0.05800638347864151,0.0238575991243124,-0.04001665115356445,0.02018512785434723,0.07772000879049301,-0.029375089332461357,-0.0806172639131546,-3.782032581511885e-05,-0.046257805079221725,0.013189923949539661,0.004673586692661047,-0.011931282468140125,0.0017120594857260585,-0.004752676002681255,-0.09892289340496063,-0.025036588311195374,-0.031166549772024155,-0.04143814742565155,0.01276713702827692,0.002563420683145523,-0.04025072604417801,0.1295604705810547,-0.014255664311349392,0.1215246245265007,0.04640387371182442,-0.08693564683198929,0.005461503751575947,0.027679994702339172,0.05939836427569389,0.015197818167507648,-0.04388822242617607,0.042046673595905304,-0.04241332784295082,-0.021430697292089462,0.03905847668647766,0.012522871606051922,-0.006554300431162119,-0.0835423395037651,-0.08492544293403625,-0.05802851915359497,-0.014167789369821548,-0.037993960082530975,-0.07876721024513245,0.0435543917119503,-0.003754541976377368,0.03758576512336731,0.08767252415418625,0.02746708132326603,-0.02274235151708126,0.050309740006923676,0.021316876634955406,-0.02134663239121437,-0.02652139775454998,0.0291922427713871,-0.07197386771440506,0.0037667881697416306,-0.056479282677173615,-0.15767695009708405,0.0468105785548687,0.015024438500404358,0.0012624980881810188,0.05432930961251259,-0.015692055225372314,-0.045018456876277924,-0.008582123555243015,-0.023107478395104408,0.11284425109624863,0.015518839471042156,0.01375410333275795,0.020792609080672264,0.05773106589913368,-0.10644219815731049,0.028954071924090385,-0.002983808284625411,0.053914085030555725,0.013655743561685085,-2.6784633519127965e-05,-0.03197551891207695,-0.029786428436636925,-0.05072714760899544,-0.020815441384911537,-0.02011355571448803,0.06893280893564224,0.034525319933891296,0.01092016976326704,-0.019708726555109024,-0.044256024062633514,-0.12158936262130737,-0.01787203922867775,0.035949885845184326,-0.055600203573703766,0.062182147055864334,0.0621395967900753,0.0020861381199210882,0.060533903539180756,-1.858797608948569e-32,0.054517798125743866,-0.06413860619068146,-0.06945280730724335,0.012256508693099022,0.04088323563337326,0.022291528061032295,-0.0024833090137690306,-0.025149688124656677,0.11270549148321152,-0.0629858747124672,-0.0012299086665734649,0.0031029600650072098,0.04678196832537651,0.041121955960989,0.08337916433811188,-0.07643216103315353,0.04209752380847931,-0.01264443900436163,0.08148660510778427,0.11615605652332306,0.04993092641234398,0.08259934186935425,-0.12466414272785187,0.013208731077611446,0.0858403742313385,0.057082563638687134,-0.041220515966415405,0.09691587090492249,0.032914239913225174,-0.06527865678071976,-0.06007165089249611,-0.03113323450088501,0.09844886511564255,0.00022187539434526116,0.011436554603278637,0.044052544981241226,-0.03027859330177307,-0.06459269672632217,-0.1172012910246849,-0.05658811330795288,0.03131403774023056,-0.03765305131673813,-0.07803839445114136,0.1377170830965042,0.010529555380344391,-0.028185881674289703,-0.04650295525789261,0.0626639649271965,-0.03747916966676712,0.05037859454751015,-0.03541475906968117,0.04712999239563942,-0.07073331624269485,-0.05563407018780708,-0.06466008722782135,-0.00984266959130764,0.05107608810067177,-0.016528639942407608,-0.007525244262069464,0.06350325793027878,-0.02744760550558567,-0.0011725524673238397,-0.0627642273902893,-0.03260037675499916,0.005122429691255093,-0.049903057515621185,-0.03978782892227173,-0.04208524152636528,-0.02219465933740139,0.05721849948167801,-0.04741496592760086,0.03605406731367111,-0.08910028636455536,-0.10164850950241089,0.041445109993219376,0.00487922877073288,0.051154378801584244,-0.01541847363114357,0.05933822691440582,-0.09558683633804321,-0.01797696016728878,0.0019466363592073321,0.0453978069126606,0.07641136646270752,0.04538216441869736,0.07652556896209717,-0.04053639620542526,-0.01957547478377819,-0.041219767183065414,0.09604989737272263,0.04346354305744171,-0.004240569192916155,0.04608721286058426,0.008310718461871147,-0.06460072845220566,-6.434853361270143e-08,0.02620946615934372,0.04814758151769638,-0.03702542558312416,-0.11742179840803146,0.0468754880130291,-0.003875334979966283,0.06599416583776474,0.029363403096795082,-0.0622367300093174,0.05246672406792641,-0.06115719676017761,0.07136133313179016,0.06532768160104752,-0.007695317734032869,-0.08660325407981873,0.032636623829603195,-0.019611196592450142,0.006739611737430096,-0.07940227538347244,-0.009844918735325336,0.01813468150794506,-0.04022251442074776,-0.02024419791996479,0.033617906272411346,0.01585913635790348,-0.023711713030934334,0.045023977756500244,-0.03245673328638077,0.10103143006563187,-0.007065628655254841,-0.04696264863014221,0.010223490186035633,-0.06277792900800705,0.01708890125155449,-0.03608468174934387,-0.020651981234550476,0.013338041491806507,0.06787889450788498,0.060073014348745346,-0.06133347004652023,-0.0022832031827419996,-0.02305413782596588,0.06026506423950195,-0.06088341772556305,-0.06292322278022766,-0.06448603421449661,0.02200092375278473,-0.07386848330497742,0.04683638736605644,-0.026189668104052544,-0.08099356293678284,-0.01191842369735241,-0.13417363166809082,0.06515953689813614,0.07257786393165588,-0.020173145458102226,-0.009358185343444347,0.04537665843963623,-0.023268768563866615,0.03685266152024269,0.08388465642929077,-0.013659464195370674,-0.002388437744230032,-0.027447065338492393]",1
6844,The Ten Commandments,1956-10-05,"Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",/3Ei59AR64x6dMZfWobPCkZjbqTL.jpg,"{""Drama"",""History""}","{""egypt"",""israel"",""moses"",""ten commandments"",""christianity"",""slavery"",""miracle"",""bible"",""judaism"",""religion"",""ancient egypt"",""old testament"",""pharaoh"",""passover"",""christian film"",""13th century bc"",""biblical epic"",""vistavision""}",-0.2197748423,0.6727070808,0.4520225525,"[-0.07384725660085678,0.05495147034525871,-0.032532501965761185,-0.08259625732898712,-0.005124453455209732,0.1444467306137085,0.0348329022526741,-0.006761585827916861,-0.0063088093884289265,0.022352326661348343,-0.023279979825019836,-0.06838894635438919,-0.00831973273307085,0.016401758417487144,0.0272322166711092,-0.07102128863334656,-0.006954944226890802,0.0750025138258934,-0.07662933319807053,-0.03564692288637161,0.05241246148943901,0.028307493776082993,0.018160976469516754,-0.025880368426442146,-0.05384332314133644,0.010882611386477947,0.007739006541669369,-0.0750480368733406,0.008382294327020645,-0.06592903286218643,-0.008243775926530361,-0.054688964039087296,0.011268364265561104,0.06967229396104813,-0.012123838067054749,0.0443989560008049,0.04802748188376427,0.0013935146853327751,-0.023138366639614105,-0.039379365742206573,0.08311667293310165,0.09047147631645203,-0.06931961327791214,-0.06847841292619705,-0.0017585203750059009,-0.02135421335697174,-0.025265773758292198,-0.04303523898124695,-0.010772409848868847,0.010191433131694794,-0.06820077449083328,0.045331355184316635,0.05125359445810318,-0.03327690064907074,-0.02516947127878666,-0.07532306760549545,-0.04930407553911209,-0.02243378758430481,0.08301035314798355,-0.10477431863546371,-0.025826411321759224,0.022831985726952553,0.023401154205203056,0.028843816369771957,-0.022800492122769356,0.0052432650700211525,0.03885725140571594,0.041535135358572006,-0.0481489896774292,-0.006112346425652504,-0.02221517264842987,-0.02591954730451107,0.012215318158268929,-0.023948201909661293,-0.14893566071987152,-0.08635886013507843,-0.0056570060551166534,-0.1440117359161377,-0.10339825600385666,-0.062459830194711685,-0.04825461283326149,-0.041285060346126556,-0.030079180374741554,0.09159205853939056,-0.03328566998243332,0.01061913464218378,-0.010210422798991203,-0.01168444287031889,-0.004245055373758078,0.006863465532660484,0.025316819548606873,-0.046187952160835266,0.07823745161294937,0.027973098680377007,-0.033297099173069,0.06636663526296616,-0.04421178624033928,-0.05520601570606232,-0.0411459244787693,0.04101022332906723,0.011942645534873009,0.012402869760990143,0.0324222706258297,0.016008954495191574,0.05057155713438988,0.028320813551545143,0.03918273001909256,-0.07096027582883835,-0.08559107780456543,0.02603311464190483,-0.00847003236413002,-0.01658415049314499,-0.03886063024401665,-0.0016364327166229486,0.1274440735578537,-0.009092847816646099,0.008107075467705727,0.0022485158406198025,-0.0042121135629713535,0.02112630195915699,-0.01977047324180603,-0.02654169499874115,0.004118684679269791,0.052622947841882706,-0.057110678404569626,0.03424113243818283,0.0015109002124518156,1.545211127916501e-32,-0.04151654615998268,-0.1307784914970398,-0.009995312429964542,0.028301013633608818,0.00658408971503377,0.07385160028934479,0.01560199074447155,0.06080259382724762,-0.025054769590497017,-0.08846123516559601,0.0445852093398571,-0.08811480551958084,-0.06404316425323486,0.020956160500645638,-0.10190452635288239,-0.01420689933001995,-0.06998542696237564,-0.033534277230501175,0.05746085196733475,-0.000789142563007772,-0.043015606701374054,0.0736006572842598,-0.007550149690359831,0.005009051878005266,0.02401840314269066,-0.061239998787641525,0.04734893888235092,0.05911504477262497,0.05861284211277962,0.03718936815857887,-0.010631158016622066,0.01985984854400158,0.025475865229964256,0.00515785114839673,0.05173468217253685,0.12481407821178436,0.014883306808769703,0.023259088397026062,0.1151658296585083,-0.07887174189090729,-0.01172551978379488,-0.0598580539226532,-0.07796299457550049,0.004863896872848272,-0.0069002434611320496,0.02754967287182808,0.06413976103067398,-0.07127068936824799,-0.04361175373196602,0.017758501693606377,0.003009533043950796,1.6933172446442768e-05,0.03014199621975422,-0.11160758882761002,0.019284812733530998,-0.030027339234948158,-0.06878545135259628,0.06478957831859589,-0.0029204506427049637,0.05443904548883438,0.054500311613082886,-0.01183739397674799,-0.011472780257463455,0.16607750952243805,0.008079549297690392,0.006929253228008747,0.035089340060949326,0.02886631339788437,0.04888731986284256,0.014519663527607918,-0.04329727217555046,0.012476661242544651,0.017410818487405777,0.06643901765346527,0.08344577252864838,0.046395741403102875,0.033750616014003754,-0.10319157689809799,-0.09162876754999161,-0.001789994421415031,0.0030598267912864685,-0.005354105494916439,-0.02534935064613819,0.1266787052154541,-0.00012999608588870615,-0.04880686104297638,0.05272984504699707,-0.07564321905374527,0.006226658821105957,-0.0017372833099216223,0.08226076513528824,-0.04397928714752197,0.07062194496393204,-0.04955802857875824,-0.10340733826160431,-1.3580201177669813e-32,0.04064428061246872,0.042914729565382004,-0.02731209062039852,0.012177466414868832,-0.02337028458714485,-0.0674261599779129,-0.0010659171966835856,-0.020635750144720078,0.030073437839746475,-0.00018662633374333382,0.0012703696265816689,-0.01821744255721569,-0.0036827274598181248,-0.05140431597828865,-0.0003139797772746533,-0.016427287831902504,-0.0028320131823420525,-0.004054175689816475,-0.047680001705884933,-0.021043596789240837,0.048200637102127075,0.05379553511738777,-0.0645931139588356,-0.04528482258319855,0.04382734373211861,0.06534145772457123,-0.04956599324941635,0.15390363335609436,0.03821205347776413,-0.026465903967618942,0.04684765636920929,0.02136513590812683,-0.0027724478859454393,0.04128304868936539,-0.05230109393596649,-0.04793786630034447,0.04947306960821152,0.04825592786073685,0.03528541699051857,-0.07078113406896591,0.001756377867422998,-0.05230548605322838,-0.02452056296169758,-0.016098108142614365,-0.04098917543888092,0.05238862708210945,0.025908762589097023,0.05519668757915497,-0.019799502566456795,-0.043286461383104324,-0.12241914868354797,0.002510735532268882,0.000981922959908843,-0.01902042329311371,0.031010819599032402,0.006226070690900087,-0.044780831784009933,0.03621942922472954,-0.019805464893579483,0.05260185897350311,0.03952014446258545,0.016126852482557297,0.06872681528329849,-0.03101523220539093,-0.006984405685216188,-0.026571249589323997,0.03501036390662193,-0.01869426667690277,-0.03879107907414436,0.05654195696115494,0.02747124433517456,0.00581617746502161,-0.02141611836850643,-0.0095773721113801,-0.0236712247133255,0.05197412148118019,-0.01364324614405632,-0.04321049898862839,0.0318356491625309,-0.07355160266160965,0.020764611661434174,-0.034750670194625854,-0.10222229361534119,0.030542107298970222,0.03585020452737808,0.0713929533958435,0.03506886586546898,0.08972136676311493,0.05888887122273445,0.05371769517660141,0.050247740000486374,-0.05963590368628502,0.053591538220644,-0.05152478069067001,-0.004447121173143387,-5.1929504252257175e-08,-0.021857040002942085,-0.04747678339481354,0.04070857912302017,-0.021144088357686996,-0.02128760516643524,0.04498188570141792,0.022718146443367004,-0.037751972675323486,0.00026334697031416,-0.037235360592603683,0.003568212501704693,0.021873503923416138,0.00468788668513298,0.011516978964209557,-0.05350245535373688,-0.01602335087954998,0.0238364115357399,-0.10858455300331116,0.03102738969027996,0.01637587696313858,-0.008933563716709614,0.0010770555818453431,0.07566165179014206,-0.037723928689956665,-0.05486784130334854,0.05510658770799637,-0.054327040910720825,0.007615590002387762,0.008812646381556988,0.03656262904405594,0.09959886223077774,-0.040185634046792984,-0.010683425702154636,-0.021976524963974953,0.053967613726854324,0.030298195779323578,-0.07867445796728134,-0.022663889452815056,0.04122332111001015,-0.08067657798528671,0.07959151268005371,0.08209161460399628,0.04369356855750084,0.03789323940873146,0.0015609238762408495,-0.06311208754777908,-0.017233654856681824,0.0691930279135704,0.0548403263092041,-0.03858247399330139,-0.014146726578474045,0.1091122180223465,-0.0405394472181797,0.02385827898979187,0.02087206393480301,-0.03623005002737045,-0.03501080349087715,0.07091633975505829,-0.0834282785654068,0.09463700652122498,0.15176738798618317,-0.0060632177628576756,-0.06162799522280693,-0.06513597071170807]",8
9023,Spirit: Stallion of the Cimarron,2002-05-24,A captured mustang remains determined to return to his herd no matter what.,/cUgYrz4twiJ3QgVGpRfey984NIB.jpg,"{""Animation"",""Adventure"",""Family"",""Drama"",""Western""}","{""freedom"",""villain"",""mustang"",""rivalry"",""wildlife"",""animals"",""cavalry"",""indian war"",""eyebrow"",""wild horse"",""pets"",""sentimental"",""comforting"",""melodramatic""}",0.5732752681,0.04726177454,0.4769221544,"[-0.05482449755072594,-0.001076841144822538,-0.0039739361964166164,-0.047493744641542435,-0.04308319091796875,0.07555076479911804,-0.015789348632097244,-0.024399729445576668,0.0031728369649499655,-0.07801742851734161,0.045309968292713165,-0.14533081650733948,-0.018608683720231056,0.0429304800927639,0.007351313252002001,0.058839842677116394,0.052472975105047226,0.052402980625629425,0.007672331761568785,-0.040244802832603455,-0.044871736317873,0.01962844282388687,-0.06189333274960518,0.08095906674861908,-0.0555669367313385,-0.005391281098127365,-0.0684535875916481,-0.007149789482355118,-0.04605310782790184,-0.07419255375862122,-0.024807075038552284,-0.0001017543618218042,0.007956091314554214,0.021060295403003693,-0.053205836564302444,0.03265230730175972,-0.06248606741428375,0.04748260974884033,0.031023046001791954,-0.06283701211214066,-0.021479014307260513,0.05678751319646835,-0.018589405342936516,0.02792026475071907,0.03417085483670235,-0.05044858530163765,-0.010932478122413158,-0.03652336075901985,0.060876719653606415,0.06293279677629471,-0.03562932461500168,-0.07702623307704926,-0.026648087427020073,0.07084009051322937,-0.020086511969566345,-0.05291347578167915,-0.03170577809214592,0.004578915424644947,0.023863695561885834,-0.00950832199305296,-0.007481008302420378,-2.575927646830678e-05,0.04426021873950958,0.027971500530838966,-0.08045312762260437,-0.0179170910269022,-0.03769180551171303,0.09013930708169937,0.05780024081468582,-0.10547920316457748,0.00162763730622828,-0.0722983106970787,0.021398290991783142,-0.09809032082557678,-0.05174794793128967,0.044029928743839264,-0.01709216833114624,-0.05799507349729538,0.00358308176510036,-0.08111972361803055,0.01001433189958334,-0.0466320738196373,0.0007819063030183315,-0.06850789487361908,0.048562996089458466,0.011477552354335785,-0.05304354801774025,-0.07925604283809662,-0.061838824301958084,0.024826493114233017,-0.09715210646390915,-0.06689844280481339,0.07392493635416031,0.0041710734367370605,0.04336893558502197,0.03214429318904877,-0.033180758357048035,-0.02510879747569561,-0.05083715543150902,0.09520641714334488,0.03848276659846306,-0.033199507743120193,-0.029049107804894447,-0.040771786123514175,0.03474058210849762,0.011814827099442482,0.01931118033826351,-0.05140507593750954,-0.08091650903224945,-0.06932790577411652,-0.05664960294961929,-0.005291487090289593,-0.03412054479122162,-0.004618389997631311,0.05765935778617859,0.025185363367199898,-0.03156401962041855,0.030585909262299538,-0.04102977737784386,0.04827601835131645,0.048366036266088486,0.051438793540000916,0.035840004682540894,-0.008127685636281967,0.0005078594549559057,-0.04677848890423775,-0.04669637978076935,1.6952144926569947e-32,-0.00980299897491932,-0.047290902584791183,-0.0284027811139822,0.05835985392332077,-0.002264508279040456,0.019965512678027153,-0.03865516930818558,0.027350006625056267,-0.13650795817375183,-0.045351721346378326,0.0044950623996555805,0.10105526447296143,-0.04575623199343681,-0.042321305721998215,-0.02186596393585205,-0.047064583748579025,-0.049980465322732925,0.014276683330535889,0.07752909511327744,-0.05588843300938606,-0.036414582282304764,0.12243028730154037,-0.08871535211801529,0.009387483820319176,-0.10170929878950119,-0.04982886090874672,-0.027504410594701767,-0.037076834589242935,-0.012202512472867966,0.0676974356174469,-0.033181581646203995,0.036713551729917526,0.03574849292635918,-0.0015689028659835458,0.03786090388894081,-0.032285768538713455,-0.07844085246324539,-0.11449423432350159,-0.03531371057033539,0.09709092229604721,0.008549333550035954,-0.016869882121682167,-0.06044809892773628,0.03500013425946236,-0.09216543287038803,0.013813852332532406,0.052588239312171936,0.004132752772420645,-0.04721947759389877,0.09136147797107697,-0.012658050283789635,0.008067427203059196,0.0878487303853035,-0.007358166389167309,-0.021426888182759285,0.014272626489400864,0.018940504640340805,-0.014250459149479866,-0.046516142785549164,-0.056968867778778076,0.012552480213344097,0.05909811332821846,0.0531914196908474,-0.10814563184976578,0.015217188745737076,-0.09909951686859131,-0.0021827672608196735,0.07682349532842636,-0.026141220703721046,0.0773814395070076,0.002955571748316288,-0.008056462742388248,-0.05496754124760628,-0.08056250959634781,0.07235382497310638,-0.03040090575814247,0.01892722211778164,0.013071702793240547,-0.14264297485351562,-0.014981693588197231,-0.07395534962415695,0.050768472254276276,-0.05808589234948158,0.0483669713139534,0.06826132535934448,-0.03441241383552551,0.030730491504073143,-0.09155949205160141,-0.020701179280877113,0.016484487801790237,0.016817938536405563,0.05539993196725845,0.015223340131342411,0.021061135455965996,0.07021880149841309,-1.5792744562778355e-32,0.06983797997236252,-0.04349460080265999,0.016143720597028732,0.01649135909974575,0.0739276111125946,0.0018226621905341744,0.015669427812099457,-0.008208430372178555,0.0497722364962101,0.08553852140903473,-0.040194928646087646,0.03423439711332321,-0.007300661876797676,0.018786057829856873,0.04261183738708496,-0.05421358719468117,0.03594532981514931,-0.013806355185806751,0.053856585174798965,0.012347188778221607,0.01836123876273632,0.004294074606150389,-0.12317121028900146,-0.021508222445845604,-0.0322197787463665,0.11793403327465057,-0.08625131845474243,0.018594590947031975,0.01390638668090105,0.013505400158464909,-0.03518020734190941,-0.05165253207087517,0.0676594153046608,0.04200916364789009,-0.009341779164969921,0.03573823720216751,0.009518280625343323,-0.045602425932884216,-0.07768917828798294,-0.033341266214847565,0.055701158940792084,0.029770679771900177,-0.0006139629986137152,0.051756907254457474,0.021588299423456192,-0.017881061881780624,0.02040986903011799,0.0300446804612875,0.003963387571275234,0.052928708493709564,0.04570355638861656,0.035929661244153976,-0.0019860367756336927,0.0015334846684709191,0.008339098654687405,-0.036384064704179764,0.03568819537758827,0.03161643445491791,-0.03225133195519447,0.038360387086868286,-0.03341032937169075,-0.08889789879322052,-0.05981503799557686,0.014785327948629856,-0.026764636859297752,-0.058438073843717575,-0.013555548153817654,-0.015849139541387558,-0.045409101992845535,-0.03211863338947296,0.01433136872947216,0.0574210099875927,-0.06069611757993698,-0.059482499957084656,0.07130134850740433,0.06722075492143631,0.06483190506696701,-0.03869936987757683,0.09440508484840393,-0.05208496004343033,-0.03615332022309303,-0.06247108057141304,0.041755225509405136,0.0857812762260437,0.06221088021993637,0.02403279021382332,-0.09854544699192047,0.06290750205516815,0.06465370953083038,0.042502596974372864,0.06409905105829239,0.05271698161959648,0.08946985006332397,-0.06768500059843063,0.020359806716442108,-5.3283148560012705e-08,-0.03986554220318794,-0.009116859175264835,-0.0055832285434007645,0.013641132041811943,-0.010640754364430904,0.0562538206577301,-0.049068279564380646,-0.05789429321885109,-0.08079690486192703,0.08392838388681412,0.022994451224803925,0.00807917769998312,0.02246638759970665,-0.0027052194345742464,0.004610342439264059,0.04992413520812988,0.009030756540596485,-0.02798319235444069,0.014880730770528316,-0.034588295966386795,-0.04435707628726959,0.0010216194204986095,0.035865020006895065,-0.014988316223025322,-0.10516971349716187,-0.04022974520921707,-0.03844616562128067,-0.04416174814105034,0.026147086173295975,0.0951499417424202,0.059816278517246246,0.03882536664605141,-0.07445915788412094,-0.11258035153150558,8.990525384433568e-05,0.0012443979503586888,-0.1039288118481636,-0.021072890609502792,0.06438138335943222,-0.0016860191244632006,0.058953121304512024,0.02391192503273487,0.053653325885534286,-0.003497932804748416,0.05803452804684639,0.038517218083143234,0.1622932106256485,-0.036625027656555176,-0.017934653908014297,-0.015174677595496178,-0.03325267881155014,0.004317043349146843,0.0019129379652440548,0.1127304956316948,0.00475021917372942,0.019267169758677483,0.016086312010884285,0.04874727502465248,0.012753807939589024,-0.009927754290401936,0.07221958786249161,0.050387922674417496,0.04411482810974121,-0.03174911439418793]",6
